Olga BELYAKOVA POSITION,Olga BELYAKOVA LAP TIME,Olga BELYAKOVA ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Ekaterina BARANOK POSITION,Ekaterina BARANOK LAP TIME,Ekaterina BARANOK ELAPSED TIME
6,9.80,9.80,3,9.18,9.18,4,9.44,9.44,2,9.08,9.08,1,8.95,8.95,5,9.53,9.53
6,12.08,21.88,5,12.44,21.62,4,12.15,21.59,3,12.47,21.55,1,12.48,21.43,2,11.94,21.47
6,11.66,33.54,5,11.82,33.44,3,11.68,33.27,4,11.81,33.36,2,11.72,33.15,1,11.58,33.05
1,10.61,44.15,6,11.23,44.67,3,11.12,44.39,4,11.11,44.47,2,11.12,44.27,5,11.45,44.50
2,10.74,54.89,3,10.32,54.99,1,10.42,54.81,5,10.64,55.11,4,10.74,55.01,6,10.68,55.18
3,10.55,1:05.44,1,10.20,1:05.19,2,10.53,1:05.34,5,10.48,1:05.59,4,10.50,1:05.51,6,10.51,1:05.69
3,10.37,1:15.81,2,10.45,1:15.64,1,10.30,1:15.64,6,10.44,1:16.03,4,10.38,1:15.89,5,10.21,1:15.90
4,10.37,1:26.18,2,10.36,1:26.00,1,10.26,1:25.90,3,10.05,1:26.08,6,10.48,1:26.37,5,10.38,1:26.28
3,10.16,1:36.34,2,10.25,1:36.25,1,10.26,1:36.16,4,10.26,1:36.34,6,10.16,1:36.53,5,10.17,1:36.45
4,9.94,1:46.28,2,9.75,1:46.00,1,9.74,1:45.90,5,10.08,1:46.42,6,9.90,1:46.43,3,9.70,1:46.15
5,9.78,1:56.06,2,9.83,1:55.83,1,9.83,1:55.73,6,9.78,1:56.20,4,9.54,1:55.97,3,9.78,1:55.93
5,9.75,2:05.81,2,9.64,2:05.47,1,9.63,2:05.36,6,9.71,2:05.91,3,9.57,2:05.54,4,9.71,2:05.64
5,9.71,2:15.52,2,9.69,2:15.16,1,9.66,2:15.02,6,9.75,2:15.66,3,9.74,2:15.28,4,9.78,2:15.42
4,9.68,2:25.201,2,9.75,2:24.909,1,9.74,2:24.758,6,9.88,2:25.531,3,9.74,2:25.020,5,9.94,2:25.351
