Marta WOJCIK POSITION,Marta WOJCIK LAP TIME,Marta WOJCIK ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,Mary GRACE POSITION,Mary GRACE LAP TIME,Mary GRACE ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME
2,9.08,9.08,1,8.78,8.78,4,9.26,9.26,3,9.25,9.25,5,9.50,9.50
1,13.39,22.47,2,13.84,22.63,4,13.75,23.01,3,13.53,22.78,5,13.69,23.19
1,12.47,34.95,2,12.36,34.99,4,12.28,35.29,3,12.46,35.24,5,12.35,35.55
1,12.57,47.53,2,12.57,47.56,4,12.76,48.06,3,12.58,47.83,5,12.71,48.27
1,12.19,59.72,2,12.37,59.94,4,12.30,1:00.36,3,12.34,1:00.17,5,12.33,1:00.61
1,11.48,1:11.21,2,11.36,1:11.31,4,11.35,1:11.71,3,11.36,1:11.54,5,11.32,1:11.93
2,10.71,1:21.92,1,10.58,1:21.89,4,10.54,1:22.26,3,10.66,1:22.20,5,10.40,1:22.34
3,10.80,1:32.73,2,10.72,1:32.61,1,10.28,1:32.55,4,10.77,1:32.98,5,10.72,1:33.07
4,10.64,1:43.37,2,10.32,1:42.93,1,10.18,1:42.73,3,10.04,1:43.02,5,10.35,1:43.42
5,10.42,1:53.79,2,10.32,1:53.26,1,10.44,1:53.17,3,10.31,1:53.33,4,9.94,1:53.36
5,10.72,2:04.51,3,10.09,2:03.35,2,10.16,2:03.34,4,10.36,2:03.70,1,9.69,2:03.06
5,11.38,2:15.90,4,10.60,2:13.96,2,9.94,2:13.28,3,10.20,2:13.91,1,10.20,2:13.26
5,11.99,2:27.90,4,10.88,2:24.84,2,10.50,2:23.79,3,10.59,2:24.50,1,10.33,2:23.59
5,12.26,2:40.157,4,12.10,2:36.934,2,10.39,2:34.172,3,11.03,2:35.521,1,10.40,2:33.990
