AYRAPETYAN Denis POSITION,AYRAPETYAN Denis LAP TIME,AYRAPETYAN Denis ELAPSED TIME,Samuel GIRARD POSITION,Samuel GIRARD LAP TIME,Samuel GIRARD ELAPSED TIME,YOSHINAGA Kazuki POSITION,YOSHINAGA Kazuki LAP TIME,YOSHINAGA Kazuki ELAPSED TIME,Adwin SNELLINK POSITION,Adwin SNELLINK LAP TIME,Adwin SNELLINK ELAPSED TIME,TREACY Farrell POSITION,TREACY Farrell LAP TIME,TREACY Farrell ELAPSED TIME,PARK Se Yeong POSITION,PARK Se Yeong LAP TIME,PARK Se Yeong ELAPSED TIME,TSANG Kei Wing Kelvin POSITION,TSANG Kei Wing Kelvin LAP TIME,TSANG Kei Wing Kelvin ELAPSED TIME,Klaudio NASRI POSITION,Klaudio NASRI LAP TIME,Klaudio NASRI ELAPSED TIME
1,8.57,8.57,2,8.70,8.70,3,8.89,8.89,4,8.98,8.98,5,9.13,,8,9.46,9.46,7,9.28,9.28,6,9.22,
1,12.20,20.77,2,12.18,20.88,3,12.14,21.03,4,12.19,21.17,5,12.14,,7,12.01,21.47,8,12.28,21.56,6,12.18,
3,10.96,31.73,1,10.73,31.61,2,10.66,31.69,5,10.79,31.96,6,10.81,,4,10.38,31.85,8,10.79,32.35,7,10.79,
3,10.75,42.48,1,10.61,42.22,2,10.70,42.39,5,10.73,42.69,6,10.70,,4,10.74,42.59,8,10.70,43.05,7,10.75,
4,10.52,53.00,2,10.56,52.78,1,10.37,52.76,3,10.16,52.85,6,10.40,,5,10.53,53.12,8,10.45,53.50,7,10.28,
5,9.89,1:02.89,4,9.99,1:02.77,2,9.90,1:02.66,1,9.70,1:02.55,3,9.50,,6,9.86,1:02.98,8,9.75,1:03.25,7,9.85,
4,9.46,1:12.35,3,9.48,1:12.25,2,9.50,1:12.16,1,9.52,1:12.07,5,9.76,,6,9.47,1:12.45,8,9.82,1:13.07,7,9.56,
4,9.63,1:21.98,3,9.62,1:21.87,2,9.62,1:21.78,1,9.58,1:21.65,8,26.52,,5,9.70,1:22.15,6,10.51,1:23.58,7,21.30,
3,9.46,1:31.44,1,9.27,1:31.14,4,9.67,1:31.45,2,9.68,1:31.33,8,17.29,,5,9.44,1:31.59,6,11.12,1:34.70,7,18.18,
4,9.50,1:40.94,1,9.51,1:40.65,3,9.39,1:40.84,2,9.41,1:40.74,8,14.07,,5,9.43,1:41.02,6,11.44,1:46.14,7,12.02,
3,9.63,1:50.57,1,9.45,1:50.10,2,9.43,1:50.27,4,9.87,1:50.61,8,12.30,,5,9.66,1:50.68,6,11.92,1:58.06,7,11.80,
3,9.09,1:59.66,2,9.42,1:59.52,1,9.15,1:59.42,5,9.94,2:00.55,8,11.10,,4,9.06,1:59.74,6,12.51,2:10.57,7,11.71,
3,9.23,2:08.89,2,9.23,2:08.75,1,9.28,2:08.70,5,10.00,2:10.55,8,11.04,,4,9.24,2:08.98,6,12.25,2:22.82,7,11.97,
4,9.45,2:18.34,2,9.24,2:17.99,1,9.23,2:17.93,5,10.56,2:21.11,8,15.15,,3,9.10,2:18.08,6,12.51,2:35.33,7,15.60,2:55.21
