SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,BLACKBURN Mackenzie POSITION,BLACKBURN Mackenzie LAP TIME,BLACKBURN Mackenzie ELAPSED TIME,WATANABE Keita POSITION,WATANABE Keita LAP TIME,WATANABE Keita ELAPSED TIME,GOEMINNE Gert-Jan POSITION,GOEMINNE Gert-Jan LAP TIME,GOEMINNE Gert-Jan ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,Vincent JEANNE POSITION,Vincent JEANNE LAP TIME,Vincent JEANNE ELAPSED TIME,Zachary BIGGS POSITION,Zachary BIGGS LAP TIME,Zachary BIGGS ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME
2,9.81,9.81,6,10.15,10.15,7,10.37,10.37,1,9.68,9.68,3,9.99,9.99,5,10.11,,4,10.06,10.06,8,10.56,10.56
2,13.72,23.53,8,13.93,24.08,5,13.51,23.88,1,13.69,23.37,3,13.67,23.66,6,13.82,,4,13.71,23.77,7,13.39,23.95
3,11.66,35.19,8,11.68,35.76,4,11.45,35.33,2,11.65,35.02,6,11.75,35.41,7,11.71,,5,11.57,35.34,1,10.97,34.92
3,11.12,46.31,7,10.90,46.66,4,11.02,46.35,2,11.22,46.24,6,11.18,46.59,8,11.12,,5,11.11,46.45,1,11.25,46.17
8,11.21,57.52,3,10.36,57.02,1,10.53,56.88,4,10.84,57.08,6,10.67,57.26,7,10.65,,2,10.53,56.98,5,10.97,57.14
8,10.32,1:07.84,3,10.17,1:07.19,1,10.14,1:07.02,4,10.24,1:07.32,5,10.14,1:07.40,7,10.29,,2,10.13,1:07.11,6,10.35,1:07.49
8,9.94,1:17.78,3,10.10,1:17.29,1,10.09,1:17.11,4,10.07,1:17.39,5,10.04,1:17.44,6,9.75,,2,10.09,1:17.20,7,9.97,1:17.46
8,10.05,1:27.83,4,10.15,1:27.44,1,10.05,1:27.16,7,10.27,1:27.66,6,10.17,1:27.61,3,9.92,,2,10.08,1:27.28,5,9.99,1:27.45
5,9.56,1:37.39,6,10.15,1:37.59,1,9.89,1:37.05,7,10.15,1:37.81,8,15.75,1:43.36,2,9.77,,3,9.90,1:37.18,4,9.85,1:37.30
2,9.27,1:46.66,6,9.37,1:46.96,1,9.54,1:46.59,7,9.40,1:47.21,8,11.84,1:55.20,3,9.53,,5,9.74,1:46.92,4,9.52,1:46.82
1,8.63,1:55.29,5,9.22,1:56.18,2,9.08,1:55.67,7,9.26,1:56.47,8,11.50,2:06.70,3,9.10,,6,9.39,1:56.31,4,9.25,1:56.07
1,8.83,2:04.12,5,9.25,2:05.43,2,8.96,2:04.63,7,9.36,2:05.83,8,10.79,2:17.49,3,8.94,,6,9.40,2:05.71,4,9.25,2:05.32
1,9.15,2:13.27,5,9.50,2:14.93,2,9.04,2:13.67,7,9.53,2:15.36,8,11.03,2:28.52,3,9.05,,6,9.56,2:15.27,4,9.54,2:14.86
1,9.60,2:22.87,0,,PHOTO,2,10.34,2:24.01,6,9.75,2:25.11,8,10.85,2:39.37,7,23.33,,5,9.78,2:25.05,0,,PHOTO
