Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Paula BZURA POSITION,Paula BZURA LAP TIME,Paula BZURA ELAPSED TIME,Aika KLEIN POSITION,Aika KLEIN LAP TIME,Aika KLEIN ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,Vera ANTANENKA POSITION,Vera ANTANENKA LAP TIME,Vera ANTANENKA ELAPSED TIME
6,8.90,8.90,3,8.75,8.75,1,8.48,8.48,4,8.81,8.81,2,8.60,8.60,5,8.86,8.86,7,8.97,8.97
5,12.01,20.91,4,12.07,20.82,2,12.13,20.61,1,11.70,20.51,3,12.09,20.69,6,12.19,21.05,7,12.29,21.26
5,12.04,32.95,4,12.02,32.84,2,11.96,32.57,1,11.92,32.43,3,11.99,32.68,6,12.01,33.06,7,11.92,33.18
6,11.94,44.89,3,11.77,44.61,2,11.99,44.56,1,12.03,44.46,4,11.98,44.66,5,11.68,44.74,7,11.84,45.02
6,11.36,56.25,1,11.23,55.84,3,11.48,56.04,2,11.46,55.92,4,11.47,56.13,5,11.40,56.14,7,11.37,56.39
3,10.52,1:06.77,1,10.72,1:06.56,2,10.64,1:06.68,5,10.95,1:06.87,6,10.80,1:06.93,4,10.63,1:06.77,7,10.71,1:07.10
1,9.86,1:16.63,2,10.20,1:16.76,3,10.15,1:16.83,5,10.08,1:16.95,6,10.13,1:17.06,4,10.13,1:16.90,7,10.08,1:17.18
2,10.34,1:26.97,1,10.14,1:26.90,3,10.27,1:27.10,4,10.27,1:27.22,5,10.25,1:27.31,6,10.44,1:27.34,7,10.32,1:27.50
2,10.11,1:37.08,1,10.06,1:36.96,3,10.09,1:37.19,4,10.05,1:37.27,5,10.00,1:37.31,6,10.21,1:37.55,7,10.06,1:37.56
3,10.27,1:47.35,2,10.29,1:47.25,1,10.05,1:47.24,4,10.17,1:47.44,6,10.41,1:47.72,7,10.26,1:47.81,5,10.02,1:47.58
6,21.20,2:08.55,7,25.76,2:13.01,1,9.74,1:56.98,2,9.81,1:57.25,3,9.87,1:57.59,5,10.39,1:58.20,4,10.08,1:57.66
6,20.86,2:29.41,7,16.84,2:29.85,1,10.29,2:07.27,2,10.12,2:07.37,3,9.86,2:07.45,5,10.52,2:08.72,4,10.46,2:08.12
7,16.13,2:45.54,6,14.80,2:44.65,1,9.94,2:17.21,2,9.97,2:17.34,3,10.00,2:17.45,5,10.31,2:19.03,4,10.61,2:18.73
7,13.14,2:58.672,6,13.67,2:58.317,1,10.10,2:27.304,2,10.04,2:27.379,3,10.00,2:27.447,4,10.58,2:29.606,5,11.29,2:30.012
