ADAMSKI Pawel POSITION,ADAMSKI Pawel LAP TIME,ADAMSKI Pawel ELAPSED TIME,NIESCIER Karol POSITION,NIESCIER Karol LAP TIME,NIESCIER Karol ELAPSED TIME,DESMET Stijn POSITION,DESMET Stijn LAP TIME,DESMET Stijn ELAPSED TIME,LIM Hyo Jun POSITION,LIM Hyo Jun LAP TIME,LIM Hyo Jun ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,LUEDTKE Adrian POSITION,LUEDTKE Adrian LAP TIME,LUEDTKE Adrian ELAPSED TIME,Hiroki YOKOYAMA POSITION,Hiroki YOKOYAMA LAP TIME,Hiroki YOKOYAMA ELAPSED TIME
2,9.14,9.14,4,9.16,9.16,1,9.04,9.04,6,9.53,9.53,7,9.66,,5,9.30,9.30,3,9.15,9.15
3,12.61,21.75,5,12.84,22.00,2,12.59,21.63,6,12.72,22.25,7,12.68,,4,12.56,21.86,1,12.38,21.53
1,11.40,33.15,5,11.55,33.55,3,11.73,33.36,6,11.51,33.76,7,11.50,,4,11.62,33.48,2,11.74,33.27
2,11.83,44.98,5,11.80,45.35,1,11.50,44.86,6,11.88,45.64,7,11.91,,4,11.75,45.23,3,11.85,45.12
3,11.06,56.04,4,10.80,56.15,2,11.06,55.92,6,10.79,56.43,7,10.76,,1,10.56,55.79,5,11.07,56.19
3,10.17,1:06.21,5,10.21,1:06.36,1,10.14,1:06.06,6,10.03,1:06.46,7,10.06,,2,10.34,1:06.13,4,10.16,1:06.35
5,9.85,1:16.06,7,9.86,1:16.22,3,9.75,1:15.81,1,9.23,1:15.69,2,9.17,,6,9.95,1:16.08,4,9.58,1:15.93
5,9.46,1:25.52,7,9.53,1:25.75,3,9.54,1:25.35,1,9.50,1:25.19,2,9.52,,6,9.50,1:25.58,4,9.43,1:25.36
6,9.57,1:35.09,7,9.51,1:35.26,1,9.29,1:34.64,3,9.71,1:34.90,2,9.48,,4,9.36,1:34.94,5,9.63,1:34.99
6,9.34,1:44.43,7,9.34,1:44.60,1,9.05,1:43.69,3,8.99,1:43.89,2,9.01,,5,9.14,1:44.08,4,9.01,1:44.00
6,9.30,1:53.73,7,9.32,1:53.92,1,8.90,1:52.59,3,8.90,1:52.79,2,8.91,,5,9.14,1:53.22,4,8.90,1:52.90
6,9.44,2:03.17,7,10.24,2:04.16,2,9.09,2:01.68,1,8.88,2:01.67,4,9.14,,5,9.14,2:02.36,2,8.78,2:01.68
6,10.05,2:13.22,7,12.39,2:16.55,3,9.24,2:10.92,1,9.03,2:10.70,4,9.85,,5,9.60,2:11.96,2,9.12,2:10.80
6,10.52,2:23.74,7,12.67,2:29.22,3,9.28,2:20.20,1,9.34,2:20.04,4,10.08,,5,9.93,2:21.89,2,9.32,2:20.12
