KAMINAGA Shione POSITION,KAMINAGA Shione LAP TIME,KAMINAGA Shione ELAPSED TIME,CHOI Min Jeong POSITION,CHOI Min Jeong LAP TIME,CHOI Min Jeong ELAPSED TIME,BOTTER GOMEZ Nicole POSITION,BOTTER GOMEZ Nicole LAP TIME,BOTTER GOMEZ Nicole ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,KIM Geon Hee POSITION,KIM Geon Hee LAP TIME,KIM Geon Hee ELAPSED TIME
3,10.12,10.12,4,10.26,10.26,1,9.77,9.77,5,10.42,10.42,2,9.88,9.88
3,15.97,26.09,4,16.02,26.28,1,15.96,25.73,5,16.04,26.46,2,16.03,25.91
3,13.73,39.82,4,13.64,39.92,2,13.94,39.67,5,13.60,40.06,1,13.64,39.55
3,13.70,53.52,4,13.68,53.60,2,13.60,53.27,5,13.66,53.72,1,13.66,53.21
5,12.65,1:06.17,3,12.16,1:05.76,2,12.35,1:05.62,4,12.17,1:05.89,1,12.32,1:05.53
5,12.40,1:18.57,3,12.44,1:18.20,1,12.41,1:18.03,4,12.47,1:18.36,2,12.51,1:18.04
5,11.16,1:29.73,2,11.20,1:29.40,3,11.40,1:29.43,4,11.16,1:29.52,1,11.29,1:29.33
5,9.64,1:39.37,1,9.62,1:39.02,4,9.83,1:39.26,3,9.65,1:39.17,2,9.76,1:39.09
5,9.77,1:49.14,1,9.65,1:48.67,4,9.75,1:49.01,3,9.69,1:48.86,2,9.68,1:48.77
5,9.61,1:58.75,1,9.67,1:58.34,4,9.60,1:58.61,3,9.65,1:58.51,2,9.64,1:58.41
5,9.65,2:08.40,1,9.64,2:07.98,4,9.68,2:08.29,3,9.66,2:08.17,2,9.65,2:08.06
5,9.60,2:18.00,1,9.45,2:17.43,4,9.54,2:17.83,3,9.45,2:17.62,2,9.44,2:17.50
5,9.78,2:27.78,1,9.34,2:26.77,4,9.62,2:27.45,3,9.32,2:26.94,2,9.34,2:26.84
5,10.09,2:37.87,1,9.44,2:36.21,4,10.04,2:37.49,3,9.43,2:36.37,2,9.44,2:36.28
