Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Nihad BASIC POSITION,Nihad BASIC LAP TIME,Nihad BASIC ELAPSED TIME,CHEN Dequan POSITION,CHEN Dequan LAP TIME,CHEN Dequan ELAPSED TIME,Yuzo TAKAMIDO POSITION,Yuzo TAKAMIDO LAP TIME,Yuzo TAKAMIDO ELAPSED TIME,Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME
5,10.67,10.67,4,10.53,10.53,2,10.32,10.32,1,10.10,10.10,3,10.41,10.41
5,14.05,24.72,4,14.08,24.61,2,13.96,24.28,1,14.02,24.12,3,14.03,24.44
1,12.45,37.17,5,12.97,37.58,3,13.03,37.31,2,13.06,37.18,4,13.00,37.44
2,12.20,49.37,1,11.70,49.28,4,12.30,49.61,3,12.34,49.52,5,12.31,49.75
2,11.82,1:01.19,3,12.04,1:01.32,1,11.47,1:01.08,4,11.93,1:01.45,5,11.81,1:01.56
2,10.95,1:12.14,4,11.09,1:12.41,1,10.95,1:12.03,3,10.84,1:12.29,5,10.99,1:12.55
2,10.31,1:22.45,4,10.32,1:22.73,1,10.30,1:22.33,3,10.27,1:22.56,5,10.43,1:22.98
2,9.94,1:32.39,4,10.05,1:32.78,1,9.97,1:32.30,3,9.95,1:32.51,5,10.19,1:33.17
2,10.03,1:42.42,4,10.03,1:42.81,1,10.03,1:42.33,3,10.00,1:42.51,5,10.32,1:43.49
2,10.23,1:52.65,4,10.17,1:52.98,1,10.19,1:52.52,3,10.26,1:52.77,5,10.29,1:53.78
2,9.81,2:02.46,4,10.24,2:03.22,1,9.85,2:02.37,3,9.81,2:02.58,5,10.53,2:04.31
2,9.62,2:12.08,4,10.70,2:13.92,1,9.58,2:11.95,3,9.61,2:12.19,5,10.79,2:15.10
3,9.58,2:21.66,4,11.11,2:25.03,1,9.40,2:21.35,2,9.20,2:21.39,5,10.97,2:26.07
3,10.07,2:31.729,4,11.64,2:36.665,2,9.37,2:30.718,1,9.09,2:30.473,5,10.91,2:36.974
