Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Lucia PERETTI POSITION,Lucia PERETTI LAP TIME,Lucia PERETTI ELAPSED TIME,KONSTANTINOVA Ekaterina POSITION,KONSTANTINOVA Ekaterina LAP TIME,KONSTANTINOVA Ekaterina ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Hitomi SAITO POSITION,Hitomi SAITO LAP TIME,Hitomi SAITO ELAPSED TIME,EFREMENKOVA Ekaterina POSITION,EFREMENKOVA Ekaterina LAP TIME,EFREMENKOVA Ekaterina ELAPSED TIME
6,9.72,9.72,7,9.77,9.77,5,9.68,9.68,3,9.54,9.54,1,9.42,9.42,4,9.57,9.57,2,9.53,,8,9.85,9.85
7,12.51,22.23,8,12.62,22.39,5,12.26,21.94,6,12.54,22.08,3,12.16,21.58,4,12.21,21.78,2,11.94,,1,11.44,21.29
5,11.02,33.25,8,11.08,33.47,6,11.32,33.26,7,11.29,33.37,3,11.47,33.05,4,11.37,33.15,2,11.52,,1,11.60,32.89
1,10.40,43.65,8,10.95,44.42,4,10.59,43.85,7,10.91,44.28,5,10.85,43.90,6,11.00,44.15,3,10.81,,2,10.82,43.71
2,10.37,54.02,8,10.20,54.62,1,10.08,53.93,7,10.22,54.50,6,10.47,54.37,5,10.09,54.24,3,10.30,,4,10.40,54.11
3,9.87,1:03.89,7,9.61,1:04.23,2,9.90,1:03.83,8,9.95,1:04.45,5,9.73,1:04.10,6,9.98,1:04.22,1,9.58,,4,9.90,1:04.01
3,9.61,1:13.50,7,9.53,1:13.76,2,9.59,1:13.42,8,9.47,1:13.92,5,9.56,1:13.66,6,9.48,1:13.70,1,9.66,,4,9.57,1:13.58
4,9.89,1:23.39,7,9.86,1:23.62,2,9.86,1:23.28,8,9.80,1:23.72,6,9.83,1:23.49,3,9.64,1:23.34,1,9.85,,5,9.90,1:23.48
7,9.92,1:33.31,6,9.65,1:33.27,1,9.64,1:32.92,8,9.74,1:33.46,5,9.70,1:33.19,3,9.72,1:33.06,2,9.74,,4,9.70,1:33.18
7,10.00,1:43.31,6,9.96,1:43.23,1,9.84,1:42.76,8,9.96,1:43.42,4,9.82,1:43.01,2,9.76,1:42.82,3,9.90,,5,9.95,1:43.13
6,10.07,1:53.38,4,9.95,1:53.18,2,10.18,1:52.94,7,10.06,1:53.48,3,10.02,1:53.03,1,9.90,1:52.72,8,12.66,,5,10.16,1:53.29
6,9.67,2:03.05,4,9.70,2:02.88,2,9.70,2:02.64,7,9.76,2:03.24,3,9.75,2:02.78,1,9.78,2:02.50,8,12.10,,5,9.72,2:03.01
5,9.68,2:12.73,3,9.53,2:12.41,2,9.73,2:12.37,7,9.85,2:13.09,4,9.91,2:12.69,1,9.69,2:12.19,8,13.61,,6,9.82,2:12.83
5,9.71,2:22.441,2,9.54,2:21.952,3,,2:22.394,7,10.22,2:23.313,6,10.11,2:22.793,1,9.70,2:21.894,8,12.37,,4,,2:22.408
