CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,KIM Alang POSITION,KIM Alang LAP TIME,KIM Alang ELAPSED TIME,Iong A KIM POSITION,Iong A KIM LAP TIME,Iong A KIM ELAPSED TIME,Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME
5,10.58,10.58,6,10.76,10.76,7,10.91,10.91,3,10.20,10.20,4,10.36,10.36,2,10.11,10.11,1,9.86,9.86
5,13.29,23.87,6,13.23,23.99,7,13.21,24.12,3,13.35,23.55,4,13.36,23.72,2,13.26,23.37,1,13.37,23.23
5,13.37,37.24,6,13.41,37.40,7,13.39,37.51,3,13.31,36.86,4,13.34,37.06,2,13.38,36.75,1,13.39,36.62
3,13.28,50.52,5,13.30,50.70,7,13.41,50.92,4,13.75,50.61,6,13.73,50.79,2,13.73,50.48,1,13.69,50.31
2,12.00,1:02.52,1,11.67,1:02.37,7,12.19,1:03.11,5,12.09,1:02.70,6,12.15,1:02.94,3,12.17,1:02.65,4,12.35,1:02.66
4,10.98,1:13.50,3,10.98,1:13.35,7,10.82,1:13.93,1,10.41,1:13.11,6,10.87,1:13.81,5,11.00,1:13.65,2,10.57,1:13.23
4,10.47,1:23.97,2,10.39,1:23.74,7,10.36,1:24.29,1,10.50,1:23.61,6,10.38,1:24.19,5,10.41,1:24.06,3,10.65,1:23.88
3,10.02,1:33.99,2,10.20,1:33.94,7,10.12,1:34.41,1,10.21,1:33.82,6,10.10,1:34.29,5,10.10,1:34.16,4,10.18,1:34.06
4,9.64,1:43.63,2,9.47,1:43.41,7,9.53,1:43.94,1,9.45,1:43.27,6,9.56,1:43.85,5,9.61,1:43.77,3,9.45,1:43.51
4,9.73,1:53.36,2,9.75,1:53.16,7,9.70,1:53.64,1,9.74,1:53.01,6,9.70,1:53.55,5,9.69,1:53.46,3,9.74,1:53.25
4,9.65,2:03.01,2,9.65,2:02.81,7,9.69,2:03.33,1,9.69,2:02.70,6,9.71,2:03.26,5,9.67,2:03.13,3,9.66,2:02.91
3,9.38,2:12.39,2,9.52,2:12.33,6,9.30,2:12.63,1,9.57,2:12.27,7,9.38,2:12.64,5,9.41,2:12.54,4,9.56,2:12.47
2,9.29,2:21.68,2,9.35,2:21.68,6,9.21,2:21.84,1,9.32,2:21.59,7,9.38,2:22.02,5,9.25,2:21.79,4,9.30,2:21.77
3,,2:31.025,2,9.24,2:30.910,6,9.35,2:31.171,1,9.25,2:30.838,7,9.28,2:31.284,5,9.30,2:31.076,4,,2:31.036
