Cecilia MAFFEI POSITION,Cecilia MAFFEI LAP TIME,Cecilia MAFFEI ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Veronika WINDISCH POSITION,Veronika WINDISCH LAP TIME,Veronika WINDISCH ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME
1,9.06,9.06,3,9.43,9.43,4,9.73,9.73,2,9.23,9.23,5,9.82,9.82
1,12.59,21.65,3,12.48,21.91,4,12.32,22.05,2,12.55,21.78,5,12.32,22.14
1,11.88,33.53,3,11.81,33.72,4,11.82,33.87,2,11.84,33.62,5,11.84,33.98
1,11.80,45.33,3,11.80,45.52,5,11.90,45.77,2,11.83,45.45,4,11.66,45.64
1,11.69,57.02,3,11.75,57.27,5,11.75,57.52,2,11.69,57.14,4,11.74,57.38
1,11.20,1:08.22,3,11.15,1:08.42,5,11.00,1:08.52,2,11.19,1:08.33,4,11.13,1:08.51
1,10.70,1:18.92,3,10.72,1:19.14,4,10.78,1:19.30,2,10.70,1:19.03,5,10.88,1:19.39
2,10.38,1:29.30,3,10.28,1:29.42,4,10.20,1:29.50,1,10.13,1:29.16,5,10.21,1:29.60
2,10.21,1:39.51,3,10.19,1:39.61,4,10.20,1:39.70,1,10.25,1:39.41,5,10.17,1:39.77
2,10.39,1:49.90,4,10.36,1:49.97,3,10.25,1:49.95,1,10.32,1:49.73,5,10.37,1:50.14
3,10.29,2:00.19,4,10.38,2:00.35,2,10.20,2:00.15,1,10.15,1:59.88,5,10.30,2:00.44
4,10.59,2:10.78,3,10.02,2:10.37,2,10.03,2:10.18,1,10.09,2:09.97,5,10.34,2:10.78
5,11.09,2:21.87,3,9.96,2:20.33,2,10.11,2:20.29,1,10.23,2:20.20,4,10.35,2:21.13
5,12.11,2:33.971,3,10.58,2:30.903,2,10.53,2:30.820,1,10.52,2:30.720,4,10.67,2:31.791
