CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,UZAKOVA Mariia-Mahdalyna POSITION,UZAKOVA Mariia-Mahdalyna LAP TIME,UZAKOVA Mariia-Mahdalyna ELAPSED TIME,Gioya LANCEE POSITION,Gioya LANCEE LAP TIME,Gioya LANCEE ELAPSED TIME,WATANABE Aoi POSITION,WATANABE Aoi LAP TIME,WATANABE Aoi ELAPSED TIME,STODDARD Corinne POSITION,STODDARD Corinne LAP TIME,STODDARD Corinne ELAPSED TIME,Yuliia BERESNEVA POSITION,Yuliia BERESNEVA LAP TIME,Yuliia BERESNEVA ELAPSED TIME
4,11.18,11.18,2,10.94,10.94,6,11.51,11.51,3,11.07,11.07,1,10.78,10.78,5,11.33,11.33
4,15.00,26.18,3,15.10,26.04,6,14.99,26.50,1,14.69,25.76,2,15.08,25.86,5,15.00,26.33
4,14.30,40.48,1,13.87,39.91,6,14.27,40.77,3,14.46,40.22,2,14.18,40.04,5,14.32,40.65
4,12.73,53.21,3,13.08,52.99,6,12.73,53.50,2,12.68,52.90,1,12.83,52.87,5,12.70,53.35
4,11.79,1:05.00,3,11.89,1:04.88,6,11.75,1:05.25,2,11.86,1:04.76,1,11.75,1:04.62,5,11.78,1:05.13
3,11.62,1:16.62,5,11.86,1:16.74,6,11.68,1:16.93,2,11.83,1:16.59,1,11.91,1:16.53,4,11.60,1:16.73
4,10.83,1:27.45,5,10.86,1:27.60,2,10.25,1:27.18,1,10.56,1:27.15,3,10.74,1:27.27,6,10.90,1:27.63
4,9.58,1:37.03,5,9.77,1:37.37,1,9.44,1:36.62,2,9.60,1:36.75,3,9.56,1:36.83,6,10.00,1:37.63
4,9.44,1:46.47,5,9.80,1:47.17,1,9.52,1:46.14,2,9.50,1:46.25,3,9.50,1:46.33,6,9.55,1:47.18
4,9.56,1:56.03,6,10.11,1:57.28,1,9.62,1:55.76,2,9.60,1:55.85,3,9.60,1:55.93,5,9.53,1:56.71
4,9.74,2:05.77,6,10.43,2:07.71,1,9.79,2:05.55,2,9.77,2:05.62,3,9.78,2:05.71,5,9.69,2:06.40
4,9.77,2:15.54,6,10.92,2:18.63,1,9.90,2:15.45,2,9.86,2:15.48,3,9.80,2:15.51,5,9.93,2:16.33
1,9.47,2:25.01,6,11.39,2:30.02,4,10.22,2:25.67,2,9.75,2:25.23,3,9.96,2:25.47,5,10.24,2:26.57
1,9.71,2:34.723,6,11.78,2:41.800,4,10.32,2:35.997,2,9.85,2:35.085,3,9.67,2:35.146,5,10.53,2:37.106
