CANADA POSITION,CANADA LAP TIME,CANADA ELAPSED TIME,NETHERLANDS POSITION,NETHERLANDS LAP TIME,NETHERLANDS ELAPSED TIME,NEW ZEALAND POSITION,NEW ZEALAND LAP TIME,NEW ZEALAND ELAPSED TIME
1,11.542,11.542,2,12.454,12.454,3,12.592,12.592
1,9.232,20.773,2,9.868,22.322,3,9.772,22.364
1,9.340,30.113,2,9.667,31.989,3,9.864,32.227
1,9.276,39.388,2,9.638,41.626,3,9.598,41.825
1,9.365,48.753,3,11.136,52.762,2,9.676,51.500
1,9.683,58.436,2,7.656,1:00.418,3,9.235,1:00.735
1,9.632,1:08.067,2,9.669,1:10.087,3,9.651,1:10.385
1,9.344,1:17.411,3,15.401,1:25.487,2,9.672,1:20.057
1,9.672,1:27.082,3,14.804,1:40.290,2,10.181,1:30.238
1,10.033,1:37.115,3,10.977,1:51.267,2,10.709,1:40.946
1,10.959,1:48.074,3,10.347,2:01.614,2,10.561,1:51.507
1,10.420,1:58.494,3,10.355,2:11.968,2,10.493,2:01.999
1,9.999,2:08.492,3,11.312,2:23.279,2,10.599,2:12.597
1,10.256,2:18.748,3,11.488,2:34.767,2,10.957,2:23.554
1,10.817,2:29.565,3,7.569,2:42.335,2,10.839,2:34.393
1,10.849,2:40.413,3,13.968,2:56.303,2,10.956,2:45.348
1,10.009,2:50.422,3,9.750,3:06.052,2,10.443,2:55.791
1,9.99,3:00.411,2,11.04,3:17.089,0,,DQ
