CANADA POSITION,CANADA LAP TIME,CANADA ELAPSED TIME,KAZAKHSTAN POSITION,KAZAKHSTAN LAP TIME,KAZAKHSTAN ELAPSED TIME,HUNGARY POSITION,HUNGARY LAP TIME,HUNGARY ELAPSED TIME,JAPAN POSITION,JAPAN LAP TIME,JAPAN ELAPSED TIME
1,12.08,12.08,3,12.44,,2,12.19,,4,12.71,12.71
1,9.11,21.19,3,8.98,,2,9.12,,4,9.20,21.91
1,9.02,30.21,3,9.06,,2,8.98,,4,8.94,30.85
1,8.81,39.02,3,8.70,,2,8.81,,4,8.79,39.64
1,8.97,47.99,3,8.98,,2,8.99,,4,8.75,48.39
1,8.67,56.66,3,8.76,,2,8.75,,4,8.70,57.09
1,8.26,1:04.92,3,8.37,,2,8.38,,4,8.35,1:05.44
1,8.33,1:13.25,3,8.61,,2,8.49,,4,8.54,1:13.98
1,8.50,1:21.75,3,8.27,,2,8.33,,4,8.38,1:22.36
1,8.54,1:30.29,3,8.33,,2,8.36,,4,8.33,1:30.69
1,8.74,1:39.03,3,8.83,,2,8.90,,4,9.07,1:39.76
1,8.95,1:47.98,2,9.26,,3,9.35,,4,9.25,1:49.01
1,8.97,1:56.95,2,9.13,,3,9.17,,4,8.98,1:57.99
1,9.13,2:06.08,2,9.20,,3,9.15,,4,9.04,2:07.03
1,8.75,2:14.83,2,8.84,,3,8.89,,4,9.07,2:16.10
1,8.48,2:23.31,2,8.53,,3,8.54,,4,8.53,2:24.63
1,8.46,2:31.77,3,8.51,,2,8.38,,4,8.57,2:33.20
1,8.73,2:40.50,2,8.79,,3,8.82,,4,8.50,2:41.70
