Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,HAMELIN Charles POSITION,HAMELIN Charles LAP TIME,HAMELIN Charles ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,ZHANG Zhiqiang POSITION,ZHANG Zhiqiang LAP TIME,ZHANG Zhiqiang ELAPSED TIME,SAULITIS Jekabs POSITION,SAULITIS Jekabs LAP TIME,SAULITIS Jekabs ELAPSED TIME
1,7.890,7.890,3,8.520,8.520,4,8.600,8.600,6,9.610,9.610,2,8.440,8.440,5,8.760,8.760
1,10.130,18.020,4,10.110,18.630,3,10.020,18.620,6,9.630,19.240,2,10.140,18.590,5,10.120,18.880
1,10.160,28.190,4,10.120,28.750,3,10.020,28.650,6,9.840,29.090,2,9.890,28.490,5,9.990,28.880
5,10.900,39.090,4,10.320,39.080,1,9.840,38.490,3,9.980,39.070,2,10.560,39.060,6,10.600,39.480
1,10.280,49.380,5,10.730,49.810,3,11.120,49.620,6,11.070,50.150,2,10.440,49.500,4,10.290,49.780
1,10.540,59.920,4,10.330,1:00.140,5,10.950,1:00.580,6,10.630,1:00.780,2,10.530,1:00.040,3,10.260,1:00.040
3,10.510,1:10.440,4,10.540,1:10.690,5,10.600,1:11.180,6,10.520,1:11.310,2,10.290,1:10.330,1,10.260,1:10.310
2,9.950,1:20.390,5,9.950,1:20.640,4,9.330,1:20.510,6,9.460,1:20.770,1,9.890,1:20.230,3,10.130,1:20.450
2,9.900,1:30.290,4,10.260,1:30.900,5,10.460,1:30.980,6,10.640,1:31.410,1,9.920,1:30.160,3,10.110,1:30.560
3,9.850,1:40.150,2,9.010,1:39.920,5,10.250,1:41.230,6,9.860,1:41.280,1,9.690,1:39.850,4,10.080,1:40.640
3,9.580,1:49.740,2,9.550,1:49.480,6,13.150,1:54.390,4,9.350,1:50.630,1,9.300,1:49.150,5,10.840,1:51.490
3,9.630,1:59.370,6,43.350,2:32.830,5,12.640,2:07.030,2,8.610,1:59.250,1,9.760,1:58.910,4,10.970,2:02.470
3,9.830,2:09.200,6,13.150,2:45.980,4,3.390,2:10.420,1,7.910,2:07.160,2,9.660,2:08.580,5,11.740,2:14.210
3,10.400,2:19.610,6,11.570,2:57.560,2,8.890,2:19.320,4,12.470,2:19.630,1,9.710,2:18.290,5,11.590,2:25.810
