Avalon AARDOOM POSITION,Avalon AARDOOM LAP TIME,Avalon AARDOOM ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,Ranya EZZI POSITION,Ranya EZZI LAP TIME,Ranya EZZI ELAPSED TIME,Tatiana BORODULINA POSITION,Tatiana BORODULINA LAP TIME,Tatiana BORODULINA ELAPSED TIME,Selma POUTSMA POSITION,Selma POUTSMA LAP TIME,Selma POUTSMA ELAPSED TIME,Hannah MORRISON POSITION,Hannah MORRISON LAP TIME,Hannah MORRISON ELAPSED TIME,Patrycja MARKIEWICZ POSITION,Patrycja MARKIEWICZ LAP TIME,Patrycja MARKIEWICZ ELAPSED TIME
1,10.08,10.08,2,10.24,10.24,3,10.31,10.31,7,11.04,11.04,6,10.77,10.77,5,10.49,10.49,4,10.42,10.42
2,13.23,23.31,3,13.22,23.46,1,12.90,23.21,7,13.03,24.07,6,13.14,23.91,5,13.23,23.72,4,13.17,23.59
2,12.70,36.01,4,12.84,36.30,1,12.71,35.92,5,12.24,36.31,7,12.58,36.49,6,12.64,36.36,3,12.58,36.17
3,10.80,46.81,5,10.77,47.07,2,10.84,46.76,1,10.41,46.72,7,10.78,47.27,6,10.86,47.22,4,10.71,46.88
3,10.10,56.91,5,10.03,57.10,2,10.05,56.81,1,9.97,56.69,7,9.98,57.25,5,9.88,57.10,4,10.10,56.98
3,10.42,1:07.33,6,10.57,1:07.67,2,10.47,1:07.28,1,10.46,1:07.15,7,10.55,1:07.80,5,10.46,1:07.56,4,10.46,1:07.44
2,10.39,1:17.72,6,10.36,1:18.03,4,10.59,1:17.87,1,10.49,1:17.64,7,10.29,1:18.09,3,10.29,1:17.85,5,10.52,1:17.96
1,9.94,1:27.66,6,10.20,1:28.23,4,10.17,1:28.04,2,10.13,1:27.77,7,10.21,1:28.30,3,10.01,1:27.86,5,10.18,1:28.14
1,9.79,1:37.45,7,9.82,1:38.05,4,9.78,1:37.82,2,9.75,1:37.52,6,9.67,1:37.97,3,9.77,1:37.63,5,9.79,1:37.93
2,9.92,1:47.37,7,9.67,1:47.72,5,9.81,1:47.63,1,9.70,1:47.22,3,9.47,1:47.44,4,9.83,1:47.46,6,9.77,1:47.70
3,9.86,1:57.23,4,9.53,1:57.25,6,9.86,1:57.49,1,9.69,1:56.91,2,9.59,1:57.03,5,9.93,1:57.39,7,9.92,1:57.62
4,10.07,2:07.30,1,9.47,2:06.72,6,10.02,2:07.51,2,9.82,2:06.73,3,9.88,2:06.91,5,10.01,2:07.40,7,10.04,2:07.66
4,10.32,2:17.62,1,9.60,2:16.32,6,10.29,2:17.80,2,10.01,2:16.74,3,10.12,2:17.03,5,10.32,2:17.72,7,10.25,2:17.91
4,10.55,2:28.142,1,10.15,2:26.47,5,,2:28.194,2,10.33,2:27.07,3,10.78,2:27.784,6,,2:28.215,7,10.56,2:28.442
