race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,4,,14,ValerieMALTAIS,6216,CAN,2:21.199,QA
0,2,5,,56,KIMMin-Jung,6831,KOR,2:21.287,QA
0,3,3,,22,ZHOUYang,6222,CHN,2:21.429,QB
0,4,1,,83,LanaGEHRING,7254,USA,2:21.622,QB
0,5,2,,85,EmilySCOTT,7823,USA,2:21.756,
0,6,6,,73,NinaEVTEEVA,6511,RUS,2:21.801,
1,1,4,,17,LIJianrou,7910,CHN,2:25.055,QA
1,2,1,,54,CHOIJiHyun,7711,KOR,2:25.320,QA
1,3,2,,45,HitomiSAITO,7576,JPN,2:25.628,QB
1,4,6,,21,KONGXue,7151,CHN,2:25.927,QB
1,5,3,,31,JuliaRIEDEL,6287,GER,2:26.228,
1,PEN,5,,81,JessicaKOOREMAN,7649,USA,PEN,
2,1,5,,15,Marie-EveDROLET,6059,CAN,2:23.695,QA
2,3,1,,12,JessicaHEWITT,7548,CAN,2:24.018,QB
2,4,4,,48,BibaSAKURAI,7240,JPN,2:24.034,QB
2,5,6,,34,BernadettHEIDUM,6798,HUN,2:24.159,
2,6,3,,46,YuiSAKAI,6229,JPN,2:24.928,
