race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,198,UNITEDSTATES,7306,USA,6:49.589,Q
0,2,4,,192,ITALY,7301,ITA,6:50.201,Q
0,3,1,,199,GREATBRITAIN,7320,GBR,6:58.561,
0,4,2,,193,JAPAN,7310,JPN,7:01.662,
1,1,1,,188,CHINA,7303,CHN,6:50.245,Q
1,2,3,,196,RUSSIA,7307,RUS,6:50.551,Q
1,3,4,,190,GERMANY,7302,GER,6:54.183,q
1,DNF,2,,194,KAZAKHSTAN,7356,KAZ,DNF,
2,2,3,,189,FRANCE,7319,FRA,6:51.269,Q
2,3,2,,195,NETHERLANDS,7321,NED,6:52.182,q
2,4,1,,197,UKRAINE,7308,UKR,7:07.246,
