race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,191,JAPAN,7310,JPN,6:53.334,Q
0,2,4,,190,ITALY,7301,ITA,6:53.997,Q
0,3,3,,197,UNITEDSTATES,7306,USA,6:59.772,
0,4,1,,184,BELARUS,7399,BLR,7:20.792,
1,2,3,,187,FRANCE,7319,FRA,7:01.362,Q
1,3,2,,188,GERMANY,7302,GER,7:08.419,
2,1,2,,186,CHINA,7303,CHN,6:53.280,Q
2,2,1,,193,NETHERLANDS,7321,NED,6:53.331,Q
2,3,4,,196,UKRAINE,7308,UKR,7:03.667,
2,4,3,,195,TURKEY,7789,TUR,7:34.203,
3,1,3,,194,RUSSIA,7307,RUS,6:49.742,Q
3,2,2,,192,KOREA,7300,KOR,6:49.972,Q
3,3,1,,189,GREATBRITAIN,7320,GBR,6:50.021,
