race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,3,,318,ITALY,9039,ITA,4:17.337,Q
0,2,4,,328,RUSSIA,9046,RUS,4:17.547,Q
0,3,2,,302,BELARUS,9079,BLR,4:28.409,
0,4,1,,313,GREATBRITAIN,9171,GBR,4:29.539,
1,1,3,,308,CHINA,9048,CHN,4:15.643,Q
1,2,1,,312,FRANCE,9042,FRA,4:21.836,Q
1,3,2,,326,POLAND,9041,POL,4:24.158,
2,2,2,,320,JAPAN,9047,JPN,4:20.594,Q
2,3,1,,316,HUNGARY,9043,HUN,4:21.656,
3,1,2,,306,CANADA,9049,CAN,4:20.327,Q
3,2,3,,324,NETHERLANDS,9040,NED,4:20.367,Q
3,3,1,,310,CZECHREPUBLIC,9065,CZE,4:24.199,
