season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,1,1,5,,146,SONGKyung-Taek,6574,KOR,2:25.545,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,1,2,2,,141,NielsKERSTHOLT,7067,NED,2:26.144,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,1,3,4,,151,ViacheslavKURGINIAN,6934,RUS,2:26.268,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,1,4,6,,128,RobertoSERRA,6463,ITA,2:26.758,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,1,5,3,,166,AntonSIMON,6026,UKR,2:28.468,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,1,6,1,,163,TSAIYu-Hsun,7299,TPE,2:42.640,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,2,1,2,,148,AHNHyun-Soo,6618,KOR,2:16.981,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,2,2,3,,116,SUIBaoKu,6416,CHN,2:17.392,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,2,3,1,,110,MathieuGIROUX,6852,CAN,2:17.622,q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,2,4,5,,154,RuslanZAKHAROV,6935,RUS,2:18.170,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,2,5,4,,101,JeremyBECK,7283,AUS,2:22.153,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,2,6,6,,135,AndreySMETANIN,6459,KAZ,2:27.651,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,3,1,4,,109,SteveROBILLARD,6494,CAN,2:22.689,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,3,2,1,,133,FumihikoKAKUBARI,6024,JPN,2:22.712,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,3,3,2,,173,JordanMALONE,6201,USA,2:22.816,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,3,4,5,,158,TomasGRESCHNER,6633,SVK,2:23.100,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,3,5,3,,120,SebastianPRAUS,6364,GER,2:23.157,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,3,6,6,,138,MunkhamidralGANBAT,6243,MGL,3:10.180,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,4,1,3,,126,CONFORTOLAYuri,6561,ITA,2:22.389,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,4,2,1,,170,TravisJAYNER,6300,USA,2:22.504,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,4,3,2,,102,AlexanderMERRIMAN,6160,AUS,2:22.642,q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,4,4,4,,123,PaulHERRMANN,6803,GER,2:24.860,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,4,5,5,,142,MatthewFULLER,6448,NZL,2:25.874,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,5,1,1,,106,PieterGYSEL,6425,BEL,2:26.702,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,5,2,4,,144,ZbigniewBRODKA,6096,POL,2:26.984,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,5,3,5,,124,RobertBECKER,7258,GER,2:27.084,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,5,4,3,,165,SerhiyLIFYRENKO,6826,UKR,2:28.270,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,5,5,2,,137,AslanDAUMOV,6119,KAZ,2:28.714,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,6,1,3,,114,LIYe,6655,CHN,2:26.080,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,6,2,4,,113,Marc-AndreMONETTE,6270,CAN,2:26.177,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,6,3,1,,169,JeffSIMON,7280,USA,2:26.379,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,6,4,6,,152,SemenELISTRATOV,7293,RUS,2:27.000,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,6,5,5,,161,LINChueh,6829,TPE,2:41.441,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,6,DQ,2,,131,KazuyaHATTA,6578,JPN,DQ,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,7,2,4,,117,LIUXiaoLiang,6233,CHN,2:28.596,Q
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,7,3,1,,129,JunjiITO,6579,JPN,2:28.832,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,7,4,5,,103,LachlanHAY,6845,AUS,2:30.421,
2006-2007,"ISU World Cup 2006/2007, Korea, Jeonju City",1500m,m,Heats,7,5,3,,156,MatusUZAK,6510,SVK,2:33.641,
