race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,33,CHRISTIEElise,7135,GBR,43.701,Q
0,2,4,,22,LIUYang,7414,CHN,44.474,Q
0,3,2,,38,AnnaSEIDEL,8562,GER,44.615,
0,4,3,,18,MarianneST-GELAIS,7216,CAN,46.066,
1,1,1,,75,PatrycjaMALISZEWSKA,6154,POL,43.882,Q
1,2,2,,81,PROSVIRNOVASofia,8509,RUS,44.371,Q
1,3,4,,62,JEONJi-Soo,6232,KOR,44.436,
1,4,3,,71,vanKERKHOFYara,7422,NED,45.088,
2,1,2,,44,AriannaFONTANA,6227,ITA,43.622,Q
2,2,1,,61,CHOIMinJeong,8625,KOR,44.384,Q
2,3,4,,21,LINYue,8548,CHN,44.500,ADV
2,PEN,3,,14,KasandraBRADETTE,8058,CAN,PEN,
3,2,3,,67,AgneSEREIKAITE,7708,LTU,43.579,Q
3,3,2,,65,NOHDoHee,7986,KOR,44.115,
3,4,4,,16,AudreyPHANEUF,8360,CAN,44.195,
