race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,2,4,,145,DamianoGIULIANI,8614,ITA,2:21.385,Q,
0,3,2,,127,KOLENCMartin,8604,CRO,2:24.870,Q,
0,4,3,,136,FelixSPIEGL,7923,GER,2:37.603,ADV,
0,5,1,,186,MatthewMAK,8451,SGP,2:53.362,,
0,PEN,6,,179,IstvanGALORAVECZ,7753,ROU,PEN,,
1,1,5,,139,ShaolinSandorLIU,7928,HUN,2:37.785,Q,
1,2,1,,128,PaulBEAUCHAMP,8560,FRA,2:38.522,Q,
1,3,3,,174,BejaminWHITESIDE,8405,NZL,2:43.615,Q,
1,4,2,,107,WOLFGANGMatthias,8474,AUT,2:46.951,,
1,5,4,,176,WojciechKAMIENSKI,8504,POL,2:52.851,,
2,1,3,,133,KAUFMANN-LUDWIGLeon,8391,GER,2:25.487,Q,
2,2,5,,130,YoannMARTINEZ,8075,FRA,2:25.571,Q,
2,3,2,,180,EmilIMRE,7943,ROU,2:25.680,Q,
2,4,4,,198,DavutTAHTACI,8647,TUR,2:29.041,,
2,5,1,,106,PhilemonRAINER,8594,AUT,notime,,
3,1,1,,182,DmitriyDOKOLIN,8417,RUS,2:57.290,Q,
3,2,5,,205,John-HenryKRUEGER,7763,USA,2:57.478,Q,
3,3,3,,175,RafalGRYCNER,8503,POL,2:58.679,Q,
3,4,4,,173,JasonCLAGUE,8636,NZL,2:59.683,,
3,5,2,,188,MatejFILIP,8641,SVK,3:01.576,,
4,1,2,,156,KIMSiUn,8626,KOR,2:30.091,Q,
4,2,1,,120,SebastienGAGNON,8547,CAN,2:30.501,Q,
4,3,3,,163,RobertsZVEJNIEKS,8490,LAT,2:32.254,Q,
4,4,5,,195,WANGYang-Chun,7758,TPE,2:34.353,,
4,5,6,,148,DanIWASA,8394,JPN,2:36.600,,
4,PEN,4,,200,HANDEIVolodymyr,8525,UKR,PEN,,
5,1,1,,199,FiratYARDIMCI,8520,TUR,2:25.620,Q,
5,2,3,,207,TRANAaron,8528,USA,2:25.753,Q,
5,3,2,,172,ZacharyBIGGS,8635,NZL,2:26.821,Q,
5,4,5,,118,DanielZASTRUGOV,7915,BUL,2:27.622,,
5,5,6,,114,KirylSHLIANAV,8537,BLR,2:32.142,,
5,6,4,,142,SuyogSanjayTAPKIR,8568,IND,notime,,
6,1,5,,152,NIKISHADenis,8396,KAZ,2:39.578,Q,
6,2,3,,189,JacobJANSSON,8589,SWE,2:40.511,Q,
6,3,4,,102,BLUNDENKeanu,8593,AUS,2:40.594,Q,
6,4,1,,109,AdemirBABAIC,7969,BIH,2:46.530,,
6,5,2,,164,MaxBACKSTROM,8590,LUX,2:47.292,,
7,1,6,,204,InSukHONG,8530,USA,2:24.802,Q,
7,2,4,,154,KuandykSULEYMENOV,8624,KAZ,2:25.496,Q,
7,3,5,,108,JensALMEY,8595,BEL,2:25.504,Q,
7,4,3,,117,KlaudioNASRI,8540,BUL,2:26.063,,
7,5,1,,192,CHIUYung-Ming,8517,TPE,2:36.463,,
7,6,2,,187,IvanMOJSILOVIC,8640,SRB,2:42.318,,
8,1,4,,124,RENZiwei,8601,CHN,2:26.700,Q,
8,2,2,,183,AleksandrKOVAL,8512,RUS,2:27.146,Q,
8,3,3,,116,GEORGIEVDimitar,8541,BUL,2:29.037,Q,
8,4,5,,144,GIORDANOMarco,8616,ITA,2:29.498,,
8,5,6,,203,MaksimZHERNOVY,7948,UKR,2:31.048,,
8,6,1,,143,SohanSudhirTARKAR,8569,IND,notime,,
9,1,5,,138,CsabaBURJAN,7738,HUN,2:29.458,Q,
9,2,1,,131,NAVARROTristan,8559,FRA,2:29.531,Q,
9,3,2,,169,HOOGERWERFDylan,8497,NED,2:29.790,Q,
9,4,3,,160,TomassBAKEVICS,8489,LAT,2:35.313,,
9,DNF,4,,101,GastonCHAVES,8473,ARG,DNF,,
10,1,4,,162,RobertoPUKITIS,7785,LAT,2:53.176,Q,
10,2,3,,140,ShaoangLIU,8564,HUN,2:54.059,Q,
10,3,5,,202,MykytaSOKOLOV,8438,UKR,2:54.974,Q,
10,4,1,,105,ANDERMANNDominic,8078,AUT,2:57.498,,
10,5,2,,137,TSANGKeiWingKelvin,7735,HKG,3:00.770,,
