race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,,YANGsYang,6651,CHN,48.064,
0,2,2,,,StephanieBOUVIER,6709,FRA,48.402,
0,3,3,,,RojaSUPANZ,6476,AUT,49.078,
1,1,1,,,JOOMin-Jin,6616,KOR,47.232,
1,2,4,,,VeronikaWINDISCH,6427,AUT,47.778,
1,3,2,,,MelaniedeLANGE,6005,NED,47.939,
1,4,3,,,MarcelaHRUZOVA,6478,CZE,48.735,
2,1,1,,,WANGChunlu,6648,CHN,47.301,
2,2,2,,,MaraZINI,6326,ITA,47.515,
2,3,3,,,MaureendeLANGE,6535,NED,47.892,
3,1,1,,,PARKHye-Won,7085,KOR,46.787,
3,2,2,,,MarinaGEORGIEVA-NIKOLOVA,7097,BUL,47.011,
3,3,4,,,SOLOMATINAOlga,6733,UKR,48.696,
3,4,3,,,KaterinaNOVOTNA,6647,CZE,49.166,
4,1,2,,,ANSang-Mi,6481,KOR,46.779,
4,2,3,,,YvonneKUNZE,6363,GER,46.832,
4,3,4,,,NataliaSVERCHKOVA,6732,UKR,46.937,
4,4,1,,,EvelinaRODIGARI,6329,ITA,47.211,
5,1,4,,,AndreaSEARLES,6719,CAN,47.352,
5,3,2,,,JoannaWILLIAMS,6639,GBR,48.356,
5,4,3,,,AnnaKRASTEVA,6773,BUL,48.469,
6,1,1,,,EvgeniaRADANOVA,6775,BUL,47.148,
6,2,4,,,CarolAnnCHENARD,6455,CAN,47.804,
6,3,2,,,SarahLINDSAY,6056,GBR,47.961,
6,4,3,,,KatharinaKERN,6666,AUT,49.726,
7,1,1,,,KatiaZINI,6076,ITA,46.911,
7,2,2,,,AlannaKRAUS,6659,CAN,46.984,
7,3,4,,,AnkeJannieLANDMAN,6538,NED,47.558,
7,4,3,,,DebbiePALMER,6638,GBR,48.095,
