race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,104,LEEHan-Bin,7444,KOR,42.173,Q,
0,2,1,,97,SatoshiSAKASHITA,6183,JPN,42.465,Q,
0,3,4,,70,CHENXin,7358,CHN,42.791,,
0,4,3,,115,RafalPIORECKI,7170,POL,43.124,,
1,1,2,,127,J.R.CELSKI,7279,USA,43.089,Q,
1,2,1,,72,CHENShangpeng,7433,CHN,43.169,Q,
1,3,4,,86,IanUPCOTT,7257,GBR,43.476,,
1,4,3,,82,CyrilLAFARGE,7435,FRA,43.881,,
2,1,1,,67,GuillaumeBLAISDUFOUR,7201,CAN,42.452,Q,
2,2,3,,81,SergePLANCHER,6310,FRA,42.660,Q,
2,3,2,,128,KyleUYEHARA,7453,USA,43.334,,
2,4,4,,71,ZHANGZhiqiang,7359,CHN,1:07.471,,
3,1,3,,105,LEEJungSu,7266,KOR,43.181,Q,
3,2,2,,88,ViktorKNOCH,6177,HUN,43.438,Q,
3,3,4,,99,TakayukiMURATAKE,7442,JPN,43.649,,
3,4,1,,68,MaximeFORTIN,7137,CAN,45.262,,
