race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,4,,,Francois-LouisTREMBLAY,6704,CAN,42.971,
0,2,1,,,FENGKai,6058,CHN,43.456,
0,3,2,,,FabioCARTA,6001,ITA,43.572,
0,4,3,,,ANYulong,6656,CHN,43.624,
1,2,1,,,NicolaRODIGARI,6332,ITA,43.310,
1,3,3,,,BrunoLOSCOS,6643,FRA,43.580,
1,DQ,4,,,MINRyoung,6619,KOR,DQ,
2,1,2,,,ApoloAntonOHNO,6497,USA,43.217,
2,2,4,,,TakehiroKODERA,6324,JPN,43.335,
2,3,3,,,SimonvanVOSSEL,7098,BEL,43.494,
2,4,1,,,MaurizioCARNINO,6333,ITA,43.655,
3,1,4,,,LIJiajun,7095,CHN,42.342,
3,2,2,,,TakafumiNISHITANI,6323,JPN,42.482,
3,3,3,,,SatoruTERAO,6320,JPN,42.620,
3,4,1,,,LEESeung-Jae,6621,KOR,43.619,
