race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,105,ZHANGTianyi,9713,CHN,2:23.029,QA
0,2,3,,150,KIMTaeSung,9540,KOR,2:23.163,QA
0,3,7,,140,MIYATAShogo,9460,JPN,2:23.459,QB
0,4,6,,152,ReinisBERZINS,9267,LAT,2:23.885,QB
0,5,1,,159,HugoBOSMA,9408,NED,2:24.193,qB
0,6,5,,132,LucaLIM,9145,USA,2:24.771,
0,7,4,,115,PeterRICHES,9525,GBR,2:25.520,
1,1,4,,135,LucaSPECHENHAUSER,9398,ITA,2:19.580,QA
1,2,3,,153,KRUZBERGSRoberts,9117,LAT,2:19.670,QA
1,3,5,,161,Jensvan'TWOUT,9551,NED,2:19.682,qA
1,4,1,,137,HAYASHIIbuki,9403,JPN,2:19.953,QB
1,5,2,,103,SONGJiaHua,9612,CHN,2:20.290,qB
1,6,6,,142,WADATakumi,9729,JPN,2:21.851,
1,7,7,,170,KARPOVViacheslav,9739,RUS,2:22.895,
2,1,4,,148,AHNHyunJun,9541,KOR,2:33.911,QA
2,2,5,,151,LEEJeongmin,9733,KOR,2:34.052,QA
2,3,1,,168,BALBEKOVVladimir,9738,RUS,2:34.170,QB
2,4,3,,171,DaniilKRASNOKUTSKII,9558,RUS,2:34.640,QB
2,5,6,,104,SUNLong,9454,CHN,2:35.222,
2,6,7,,125,JASZAPATIPeter,9721,HUN,2:36.880,
2,PEN,2,,97,DANDJINOUWilliam,9511,CAN,PEN,
