race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,4,,309,ITALY,7317,ITA,4:17.658,Q
0,2,3,,306,FRANCE,7354,FRA,4:18.450,Q
0,3,1,,308,HUNGARY,7323,HUN,4:20.867,
0,4,2,,315,UKRAINE,7334,UKR,4:29.356,
1,1,2,,304,CHINA,7311,CHN,4:15.120,Q
1,2,3,,310,JAPAN,7304,JPN,4:18.148,Q
1,3,1,,313,POLAND,7332,POL,4:20.820,
1,4,4,,301,BELARUS,7479,BLR,4:35.025,
2,1,3,,303,CANADA,7312,CAN,4:13.107,Q
2,2,4,,307,GERMANY,7313,GER,4:13.980,Q
2,3,1,,314,RUSSIA,7315,RUS,4:14.038,
2,4,2,,302,BULGARIA,7335,BUL,4:28.541,
3,1,2,,312,NETHERLANDS,7322,NED,4:19.771,Q
3,2,3,,316,UNITEDSTATES,7316,USA,4:20.182,Q
3,3,4,,305,CZECHREPUBLIC,8124,CZE,4:28.255,
