race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,129,VALCEPINAMartina,7159,ITA,1:39.331,Q
0,2,1,,147,vanKERKHOFYara,7422,NED,1:39.894,Q
0,3,4,,115,LenkaZAHUMENSKA,7975,CZE,1:40.499,
0,4,3,,160,SafiyaVLASOVA,7175,UKR,1:40.968,
1,1,1,,166,JessicaKOOREMAN,7649,USA,1:40.742,Q
1,2,2,,118,ElisaLENKE,7124,GER,1:40.857,Q
1,3,3,,157,NataliaPLUGINA,7345,RUS,1:41.002,
2,1,1,,158,TatianaBODOVA,7250,SVK,1:38.455,Q
2,2,2,,152,EkaterinaBARANOK,7822,RUS,1:38.472,Q
2,3,4,,151,KajaPNIEWSKA,8334,POL,1:40.311,
2,4,3,,148,vanRUIJVENLara,7710,NED,1:40.476,
3,1,3,,130,VIVIANIElena,7583,ITA,1:42.887,Q
3,2,1,,136,MarieYOSHIDA,7417,JPN,1:48.493,Q
3,PEN,2,,125,SzandraLAJTOS,6339,HUN,PEN,
