race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,1124,JAPAN,7310,JPN,7:04.535,Q
0,2,4,,1131,UNITEDSTATES,7306,USA,7:04.575,Q
0,3,2,,1130,UKRAINE,7308,UKR,7:20.023,
0,DNF,3,,1122,ISRAEL,7393,ISR,DNF,
1,1,4,,1118,CANADA,7309,CAN,7:04.258,Q
1,2,2,,1120,GERMANY,7302,GER,7:13.243,Q
1,3,3,,1127,POLAND,7326,POL,7:16.162,
1,4,1,,1125,KAZAKHSTAN,7356,KAZ,7:27.071,
2,2,2,,1119,CHINA,7303,CHN,7:13.842,Q
2,3,3,,1126,NETHERLANDS,7321,NED,7:14.922,
2,DNF,1,,1117,BULGARIA,7392,BUL,DNF,
3,1,3,,1123,ITALY,7301,ITA,7:08.319,Q
3,2,1,,1121,GREATBRITAIN,7320,GBR,7:08.359,Q
3,3,2,,1129,RUSSIA,7307,RUS,7:08.818,
