race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,,NickyGOOCH,6640,GBR,1:28.730,
0,2,1,,,ANYulong,6656,CHN,1:28.790,
0,3,3,,,CeesJUFFERMANS,6072,NED,1:29.175,
0,4,4,,,DanielWEINSTEIN,6940,USA,1:42.197,
0,5,6,,,TakehiroKODERA,6324,JPN,1:46.152,
0,DQ,5,,,GregoryDURAND,6646,FRA,DQ,
1,2,1,,,TakafumiNISHITANI,6323,JPN,1:27.904,
1,3,4,,,NicolaRODIGARI,6332,ITA,1:28.057,
1,4,3,,,SEOHo-Jin,6547,KOR,1:28.838,
1,5,5,,,MatusUZAK,6510,SVK,1:30.234,
2,1,1,,,KIMDong-Sung,6944,KOR,1:27.477,
2,2,3,,,MaurizioCARNINO,6333,ITA,1:28.636,
2,DQ,2,,,BrunoLOSCOS,6643,FRA,DQ,
2,DQ,4,,,EricBEDARD,6703,CAN,DQ,
2,DQ,5,,,LIYe,6655,CHN,DQ,
3,1,4,,,MINRyoung,6619,KOR,1:29.127,
3,2,3,,,SatoruTERAO,6320,JPN,1:29.205,
3,3,1,,,DaveVERSTEEG,6540,NED,1:29.210,
3,4,2,,,MarcGAGNON,6701,CAN,1:39.022,
3,DQ,5,,,LIJiajun,7095,CHN,DQ,
