race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,122,ViktorKNOCH,6177,HUN,1:32.000,Q
0,2,3,,117,PaulWORTH,6802,GBR,1:32.400,Q
0,3,4,,140,AndreySMETANIN,6459,KAZ,1:32.547,
0,4,2,,133,RobertoSERRA,6463,ITA,1:38.617,
1,1,1,,116,PaulSTANLEY,7054,GBR,1:30.881,Q
1,2,3,,88,WimdeDEYNE,6699,BEL,1:31.134,Q
1,3,4,,154,KNEGTSjinkie,7352,NED,1:31.769,
1,4,2,,85,SiarheiYAKUSHKOU,6923,BLR,1:31.801,
2,1,3,,109,SebastianPRAUS,6364,GER,1:29.047,Q
2,2,2,,170,AlexanderGERTSIKOV,6570,RUS,1:29.111,Q
2,3,1,,162,JakubJAWORSKI,6816,POL,1:29.241,
2,4,4,,158,FreekvanderWART,7269,NED,1:29.612,
3,1,1,,132,NicolaRODIGARI,6332,ITA,1:30.829,Q
3,2,2,,169,SergeyPRANKEVICH,7048,RUS,1:31.257,Q
3,3,4,,115,JonELEY,6592,GBR,1:31.621,
3,4,3,,124,TamasTUTRAI,6197,HUN,1:33.003,
3,5,5,,175,AndriyKOZHUKH,6133,UKR,1:35.809,
