season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,1,1,6,,55,JonathanGUILMETTE,6702,CAN,2:16.686,Q
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,1,2,4,,95,KIMHyun-Kon,7101,KOR,2:16.728,Q
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,1,2,5,,59,LIJiajun,7095,CHN,2:16.728,Q
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,1,4,7,,70,SebastianPRAUS,6364,GER,2:16.937,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,1,5,1,,80,YoshiharuARINO,6075,JPN,2:18.683,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,1,6,2,,45,AlexMcEWAN,6428,AUS,2:19.085,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,1,7,3,,87,KarolBOBOWICZ,6070,POL,2:19.282,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,2,1,5,,92,SONGSuk-Woo,7086,KOR,2:24.005,Q
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,2,2,3,,63,SUIBaoKu,6416,CHN,2:24.056,Q
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,2,3,4,,56,JeffSCHOLTEN,6604,CAN,2:24.131,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,2,4,6,,99,SergeyPRANKEVICH,7048,RUS,2:24.202,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,2,5,1,,69,ArianNACHBAR,6637,GER,2:24.385,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,2,6,2,,73,TomIVESON,6898,GBR,2:24.756,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,3,2,5,,104,ApoloAntonOHNO,6497,USA,2:21.524,Q
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,3,3,2,,78,SatoruTERAO,6320,JPN,2:21.765,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,3,4,3,,60,LIYe,6655,CHN,2:22.045,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,3,5,1,,98,AlexanderGERTSIKOV,6570,RUS,2:22.291,
2003-2004,"2003 World Cup 4, China, Beijing",1500M,m,SemiFinals,3,6,6,,74,JonELEY,6592,GBR,2:22.357,
