race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,7,,138,vanKERKHOFYara,7422,NED,2:26.636,,
0,2,1,,102,DESMETHanne,8699,BEL,2:26.740,,
0,3,3,,125,PetraJASZAPATI,8611,HUN,2:26.923,,
0,4,4,,115,SEJPALOVA-HRUZOVAMichaela,8553,CZE,2:27.737,,
0,5,6,,154,OlenaKORINCHUK,7252,UKR,2:28.419,,
0,6,5,,105,LiudmilaTSARYKAVA,7880,BLR,2:28.922,,
0,7,2,,134,MartaPASKEVICA,8488,LAT,2:34.390,,
1,1,2,,121,AnnaSEIDEL,8562,GER,2:29.311,,
1,2,5,,110,RayaZAHARIEVA,7410,BUL,2:31.190,,
1,3,3,,133,EvitaKRIEVANE,6833,LAT,2:31.757,,
1,4,4,,156,SafiyaVLASOVA,7175,UKR,2:31.901,,
1,5,1,,132,VIVIANIElena,7583,ITA,2:36.739,,
1,6,6,,113,BURICKatarina,8550,CRO,2:42.054,,
