race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,4,,818,UNITEDSTATES,7306,USA,6:45.307,Q
0,2,3,,808,HUNGARY,7324,HUN,6:45.480,Q
0,3,1,,807,GERMANY,7302,GER,6:50.500,
0,4,2,,819,BELARUS,7399,BLR,7:11.897,
1,1,4,,804,CHINA,7303,CHN,6:50.020,Q
1,2,1,,813,NETHERLANDS,7321,NED,6:50.267,Q
1,3,3,,814,POLAND,7326,POL,6:57.244,
1,4,2,,801,AUSTRALIA,7305,AUS,6:57.636,
2,2,1,,805,FRANCE,7319,FRA,6:47.765,Q
2,3,2,,810,JAPAN,7310,JPN,6:48.851,q
3,1,2,,815,RUSSIA,7307,RUS,6:52.172,Q
3,2,3,,806,GREATBRITAIN,7320,GBR,6:52.861,Q
3,3,1,,817,UKRAINE,7308,UKR,7:04.114,
3,4,4,,802,BULGARIA,7392,BUL,7:15.053,
4,1,3,,812,KOREA,7300,KOR,6:47.932,Q
4,2,4,,809,ITALY,7301,ITA,6:48.184,Q
4,3,1,,811,KAZAKHSTAN,7356,KAZ,6:48.916,q
4,4,2,,816,TURKEY,7789,TUR,7:14.618,
