race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,7,,3,SHIMSukHee,8092,KOR,2:28.744,QA
0,2,6,,59,JamieMACDONALD,8997,CAN,2:29.370,QA
0,3,2,,128,KIMAlang,8484,KOR,2:29.424,QB
0,4,8,,17,AnnaSEIDEL,8562,GER,2:29.486,QB
0,5,3,,18,DeannaLOCKETT,7956,AUS,2:29.583,
0,6,5,,31,MagdalenaWARAKOMSKA,8502,POL,2:29.585,
0,7,1,,137,ZHOUYang,6222,CHN,2:30.067,
0,PEN,4,,1,CHRISTIEElise,7135,GBR,PEN,
1,1,5,,7,SCHULTINGSuzanne,8493,NED,2:22.135,QA
1,2,1,,24,KimBOUTIN,8542,CAN,2:22.155,QA
1,3,7,,141,JorienterMORS,6146,NED,2:22.160,QB
1,4,4,,11,PetraJASZAPATI,8611,HUN,2:22.508,QB
1,5,2,,44,CharlotteGILMARTIN,7136,GBR,2:22.593,
1,6,6,,23,HitomiSAITO,7576,JPN,2:22.812,
1,7,3,,16,JessicaKOOREMAN,7649,USA,2:23.050,
2,2,3,,47,ValerieMALTAIS,6216,CAN,2:19.547,QA
2,3,6,,63,EFREMENKOVAEkaterina,8750,RUS,2:20.191,QB
2,4,1,,13,PROSVIRNOVASofia,8509,RUS,2:20.392,QB
2,5,7,,48,HANYuTong,8365,CHN,2:20.781,
2,6,4,,51,KAMINAGAShione,8743,JPN,2:20.953,
2,7,5,,9,AriannaFONTANA,6227,ITA,2:21.765,
2,8,8,,20,WALTERBianca,7232,GER,2:22.414,
