race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,2,3,,210,ITALY,7301,ITA,6:49.627,Q
0,3,1,,216,RUSSIA,7307,RUS,7:00.139,
1,1,3,,213,KOREA,7300,KOR,6:51.538,Q
1,2,1,,208,GREATBRITAIN,7320,GBR,6:55.292,Q
1,3,4,,215,POLAND,7326,POL,7:00.282,
1,DQ,2,,206,FRANCE,7319,FRA,DQ,
2,1,3,,207,GERMANY,7302,GER,6:47.091,Q
2,2,2,,205,CHINA,7303,CHN,6:47.184,Q
2,3,4,,209,HUNGARY,7324,HUN,7:05.703,
2,4,1,,212,KAZAKHSTAN,7356,KAZ,7:15.373,
3,1,2,,217,UNITEDSTATES,7306,USA,6:53.624,Q
3,2,3,,214,NETHERLANDS,7321,NED,6:55.246,Q
3,3,1,,211,JAPAN,7310,JPN,7:03.152,
