race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,324,CANADA,9016,CAN,7:01.955,Q
0,2,3,,317,RUSSIA,9029,RUS,7:04.571,Q
0,3,4,,315,GERMANY,9020,GER,7:06.603,
0,4,1,,318,UNITEDSTATES,9032,USA,7:14.706,
1,1,3,,327,NETHERLANDS,9027,NED,6:41.861,Q
1,2,2,,319,ITALY,9023,ITA,6:42.569,Q
1,3,1,,321,GREATBRITAIN,9019,GBR,6:45.010,
2,2,1,,313,KAZAKHSTAN,9025,KAZ,7:02.387,Q
2,3,2,,320,FRANCE,9018,FRA,7:07.908,
2,4,4,,314,BULGARIA,9015,BUL,7:21.767,
3,1,4,,322,HUNGARY,9021,HUN,7:02.830,Q
3,2,3,,325,KOREA,9026,KOR,7:02.994,Q
3,3,1,,326,JAPAN,9024,JPN,7:03.791,
3,4,2,,316,AUSTRALIA,9012,AUS,7:06.655,
