race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,4,,276,JordanMALONE,6201,USA,2:23.461,Q,
0,2,2,,219,LIYe,6655,CHN,2:23.576,Q,
0,3,1,,227,ThibautFAUCONNET,6785,FRA,2:23.842,Q,
0,4,3,,229,TysonHEUNG,6240,GER,2:24.388,,
0,5,5,,244,JunjiITO,6579,JPN,2:27.567,,
1,2,1,,275,ApoloAntonOHNO,6497,USA,2:33.557,Q,
1,3,2,,206,AndrePULEC,6054,AUT,2:34.508,Q,
1,4,3,,225,PetrHARGAS,6171,CZE,2:34.726,,
1,5,4,,260,BlakeSKJELLERUP,6549,NZL,2:36.955,,
2,1,4,,215,OlivierJEAN,6756,CAN,2:23.289,Q,
2,2,2,,250,SONGKyung-Taek,6574,KOR,2:23.521,Q,
2,3,5,,269,TomasGRESCHNER,6633,SVK,2:24.819,Q,
2,4,1,,221,LIUXiaoLiang,6233,CHN,2:25.850,ADV,
2,DQ,3,,243,SatoruTERAO,6320,JPN,DQ,,
3,1,1,,216,Francois-LouisTREMBLAY,6704,CAN,2:23.453,Q,
3,2,3,,237,ViktorKNOCH,6177,HUN,2:23.668,Q,
3,3,2,,257,NielsKERSTHOLT,7067,NED,2:23.812,Q,
3,4,5,,265,EvgeniiKOZULIN,7272,RUS,2:23.921,,
3,5,4,,202,LachlanHAY,6845,AUS,2:24.063,,
4,1,2,,220,HUZe,6926,CHN,2:33.506,Q,
4,2,3,,277,AnthonyLOBELLO,6958,USA,2:33.615,Q,
4,3,4,,239,CONFORTOLAYuri,6561,ITA,2:33.657,Q,
4,4,1,,254,KIMByeongJun,7287,KOR,2:33.691,,
4,5,5,,209,AssenPANDOV,6778,BUL,2:34.650,,
5,1,1,,241,NicolaRODIGARI,6332,ITA,2:20.842,Q,
5,2,2,,255,HaraldsSILOVS,6458,LAT,2:20.888,Q,
5,3,6,,203,AlexanderMERRIMAN,6160,AUS,2:20.992,Q,
5,4,4,,230,SebastianPRAUS,6364,GER,2:21.721,,
5,5,3,,235,OliverHORSEPOOL,6276,GBR,2:22.329,,
5,6,5,,281,CHENGEricI,6937,TPE,2:43.999,,
