season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,1,1,1,,312,TAOJiaying,8667,CHN,1:31.733,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,1,2,4,,305,ValerieMALTAIS,6216,CAN,1:31.893,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,1,3,3,,345,vanRUIJVENLara,7710,NED,1:32.522,q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,1,4,2,,354,EkaterinaSTRELKOVA,8378,RUS,1:33.364,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,2,1,1,,342,SHIMSukHee,8092,KOR,1:31.345,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,2,2,2,,301,DeannaLOCKETT,7956,AUS,1:31.392,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,2,3,3,,331,KIKUCHIYuki,8669,JPN,1:33.116,q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,2,4,4,,337,TIKHONOVAOlga,8621,KAZ,notime,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,3,1,1,,341,LEEEunByul,7421,KOR,1:31.264,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,3,2,2,,302,KimBOUTIN,8542,CAN,1:31.375,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,3,3,3,,361,EmilySCOTT,7823,USA,1:31.463,q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,3,PEN,4,,355,ZAKHAROVAEvgeniya,7715,RUS,PEN,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,4,1,2,,318,CHRISTIEElise,7135,GBR,1:37.762,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,4,2,3,,304,JoanieGERVAIS,8543,CAN,1:37.920,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,4,3,4,,320,BernadettHEIDUM,6798,HUN,1:38.288,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,4,4,1,,316,MONVOISINAurelie,8556,FRA,1:38.359,
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,5,1,1,,340,KIMAlang,8484,KOR,1:31.225,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,5,2,4,,357,JacquelineCHEN,8381,USA,1:31.476,Q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,5,3,2,,324,LuciaPERETTI,7160,ITA,1:31.622,q
2014-2015,"ISU World Cup 2014/15 - Salt Lake City, UT (USA)",1000m(2),w,Heats,5,4,3,,309,GUOYihan,8364,CHN,1:31.770,
