season,competition,event,gender,round,race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,1,1,4,,108,JamieMACDONALD,8997,CAN,1:40.212,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,1,2,2,,135,AprilSHIN,8526,USA,1:40.407,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,1,3,3,,126,MonikaGRZADKOWSKA,9007,POL,1:41.203,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,1,4,1,,115,JenniferPICKERING,9170,GBR,1:41.306,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,2,1,1,,103,VeraTRYBUL,9161,BLR,1:42.210,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,2,2,2,,94,PetraVANKOVA,8705,CZE,1:42.231,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,2,3,3,,133,UZAKOVAMariia-Mahdalyna,8759,UKR,1:43.771,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,2,4,4,,107,YAKIMOVAAnna,8702,BUL,1:56.594,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,3,1,3,,129,TatianaBORODULINA,7483,RUS,1:39.902,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,3,2,2,,69,VALCEPINAArianna,7705,ITA,1:39.904,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,3,3,1,,60,AndreaKESZLER,7147,HUN,1:40.222,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,3,4,4,,101,IZAFATAVAHanna,9068,BLR,1:41.582,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,3,5,5,,128,STORMOWSKAKamila,9008,POL,notime,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,4,1,1,,20,vanRUIJVENLara,7710,NED,1:35.497,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,4,2,2,,134,SANTOSKristen,8527,USA,1:36.240,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,4,3,3,,127,PatrycjaMARKIEWICZ,9071,POL,1:36.801,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,4,4,4,,131,IuliaKROMIDO,8522,UKR,1:41.142,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,4,5,5,,105,LiliaDZHUSTROVA,7957,BUL,notime,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,5,1,2,,14,KIKUCHIMoemi,7584,JPN,1:38.538,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,5,2,4,,121,CeciliaMAFFEI,6559,ITA,1:38.591,Q
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,5,3,1,,113,MiladaDOSLA,8729,CZE,1:38.722,
2015-2016,ISU World Cup 2015/16 - Dresden (GER),1000m,w,Rep.Heats,5,4,3,,37,RayaZAHARIEVA,7410,BUL,1:39.931,
