race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,8,KasandraBRADETTE,8058,CAN,45.347,Q
0,2,2,,12,ZHAONannan,7150,CHN,45.392,Q
0,3,3,,36,YuiSAKAI,6229,JPN,45.467,q
0,4,4,,49,SannevanKERKHOF,6835,NED,45.694,
0,5,5,,23,ElisaLENKE,7124,GER,47.155,
1,1,2,,29,AriannaFONTANA,6227,ITA,44.858,Q
1,2,1,,25,WALTERBianca,7232,GER,45.577,Q
1,3,4,,7,VanessaBELANGER-MARCEAU,8057,CAN,45.668,q
1,4,3,,52,TatianaBORODULINA,7483,RUS,45.831,
1,5,5,,43,CHOIJung-Won,7242,KOR,45.881,
2,1,2,,11,LIUQiuhong,6286,CHN,45.637,Q
2,2,4,,19,PIERRONVeronique,6196,FRA,46.377,Q
2,3,1,,56,ZAKHAROVAEvgeniya,7715,RUS,46.696,
2,4,3,,1,JulieJUNG,7838,AUS,47.096,
2,5,5,,40,XeniyaMOTOVA,7343,KAZ,47.691,
3,1,1,,13,FANKexin,7694,CHN,44.883,Q
3,2,2,,46,SONSoo-Min,7420,KOR,45.421,Q
3,3,5,,28,WANGXinyue,7340,HKG,45.884,
3,4,4,,35,SayuriSHIMIZU,7544,JPN,46.105,
3,5,3,,63,TamaraFREDERICK,8062,USA,47.188,
4,1,2,,62,JessicaKOOREMAN,7649,USA,45.803,Q
4,2,5,,9,CarolineTRUCHON,7908,CAN,45.924,Q
4,3,1,,38,YasukoSAKASHITA,6189,JPN,46.027,
4,4,4,,31,VALCEPINAArianna,7705,ITA,46.462,
4,5,3,,18,LenkaZAHUMENSKA,7975,CZE,47.744,
5,2,1,,48,AnnitavanDOORN,6440,NED,45.822,Q
5,3,2,,55,YuliaKICHAPOVA,7714,RUS,45.918,
5,4,5,,58,AlysonDUDEK,7290,USA,1:01.928,
5,PEN,4,,21,CharlotteGILMARTIN,7136,GBR,PEN,
