race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,2,3,,124,deVRIESRianne,8333,NED,1:28.306,Q
0,3,4,,112,HIRAIAmi,8618,JPN,1:28.463,q
0,4,2,,58,CeciliaMAFFEI,6559,ITA,1:30.574,
0,5,5,,116,AsselTAISHMANOVA,9259,KAZ,1:33.759,
1,1,1,,7,KimBOUTIN,8542,CAN,1:29.710,Q
1,2,3,,118,NOHAhRum,7419,KOR,1:29.870,Q
1,3,5,,53,IongAKIM,9192,KAZ,1:30.465,
1,4,2,,92,WATANABEAoi,8744,JPN,1:30.934,
1,DNS,4,,17,DESMETHanne,8699,BEL,DNS,
2,1,1,,120,KIMJiYoo,8764,KOR,1:29.981,Q
2,2,2,,16,vanRUIJVENLara,7710,NED,1:30.091,Q
2,3,5,,72,ZAKHAROVAEvgeniya,7715,RUS,1:30.238,q
2,4,4,,20,HitomiSAITO,7576,JPN,1:30.341,
2,5,3,,100,BLAISDanae,9090,CAN,1:32.025,
3,1,4,,2,SHIMSukHee,8092,KOR,1:30.114,Q
3,2,5,,6,MALISZEWSKANatalia,8437,POL,1:30.329,Q
3,3,1,,4,PROSVIRNOVASofia,8509,RUS,1:30.519,
3,4,2,,142,GloriaIORIATTI,9108,ITA,1:32.034,
3,5,3,,127,MAZURNicole,8421,POL,1:32.905,
