race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,21,NurbergenZHUMAGAZIYEV,7349,KAZ,1:31.147,Q
0,2,3,,20,KeithCARROLL,8449,USA,1:31.234,Q
0,3,4,,210,AydinDJEMAL,9306,GBR,1:32.546,
0,4,2,,46,KlaudioNASRI,8540,BUL,1:32.647,
0,5,5,,206,NEMIROVladyslav,8719,UKR,1:33.234,
1,1,1,,190,ZHANGWeizhi,9308,CHN,1:31.210,Q
1,2,2,,128,AdamFILIPOWICZ,6156,POL,1:31.301,Q
1,3,3,,141,ArtemKHMELIVSKYI,7950,UKR,1:31.769,
1,4,4,,120,VANHOORENRino,8721,BEL,1:33.604,
1,5,5,,232,LIUHeinrich,9082,AUT,1:38.520,
2,1,1,,77,TRANAaron,8528,USA,1:29.994,Q
2,2,2,,154,SHAMUKHANOVYerkebulan,8672,KAZ,1:30.174,Q
2,3,3,,80,JoshuaCHEETHAM,7925,GBR,1:30.740,
2,4,4,,233,MuhammetKARADENIZ,8662,TUR,1:33.745,
2,5,5,,148,WOLFGANGMatthias,8474,AUT,1:37.793,
3,1,1,,33,ZacharyBIGGS,8635,NZL,1:31.690,Q
3,2,2,,94,NicolaRODIGARI,6332,ITA,1:31.742,Q
3,3,3,,197,MOODYJonathan,9102,GBR,1:31.837,
3,4,4,,204,MukerremDENIZ,9211,TUR,1:31.914,
3,PEN,5,,112,PETREWard,8708,BEL,PEN,
4,1,1,,92,ZHAXYBAYEVMersaid,8623,KAZ,1:32.446,Q
4,2,5,,130,AliaksandrARLOU,8459,BLR,1:33.173,Q
4,3,4,,131,NIESCIERKarol,9126,POL,1:34.958,
4,4,3,,119,GEORGIEVDimitar,8541,BUL,1:58.008,ADV
4,5,2,,58,DanIWASA,8394,JPN,notime,
