race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,4,,319,KOREA,9026,KOR,6:40.805,Q
0,2,2,,315,JAPAN,9024,JPN,6:41.263,Q
0,3,3,,302,CANADA,9016,CAN,6:47.004,
0,4,1,,325,TURKEY,9030,TUR,6:57.920,
1,2,1,,317,KAZAKHSTAN,9025,KAZ,7:04.129,Q
1,3,2,,314,ITALY,9023,ITA,7:04.260,
2,1,3,,312,HUNGARY,9021,HUN,6:58.541,Q
2,2,4,,304,CHINA,9022,CHN,6:58.624,Q
2,3,1,,309,GREATBRITAIN,9019,GBR,7:00.952,
2,4,2,,301,AUSTRALIA,9012,AUS,7:02.162,
3,1,3,,324,RUSSIA,9029,RUS,6:59.595,Q
3,2,4,,308,FRANCE,9018,FRA,6:59.789,Q
3,3,1,,327,UNITEDSTATES,9032,USA,7:10.682,
3,4,2,,307,DPRKOREA,9067,PRK,7:24.301,
