race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,1,,952,CANADA,7309,CAN,6:59.870,Q
0,2,2,,955,GERMANY,7302,GER,7:04.574,Q
0,3,3,,961,RUSSIA,7307,RUS,7:05.312,
0,4,4,,959,NETHERLANDS,7321,NED,7:06.349,
1,1,4,,953,CHINA,7303,CHN,7:00.966,Q
1,2,1,,954,FRANCE,7319,FRA,7:01.400,Q
1,3,3,,958,ITALY,7301,ITA,7:01.597,
1,4,2,,957,HUNGARY,7324,HUN,7:16.729,
2,1,1,,962,UNITEDSTATES,7306,USA,7:00.146,Q
2,2,4,,964,JAPAN,7310,JPN,7:03.172,Q
2,3,2,,950,AUSTRALIA,7305,AUS,7:08.306,
2,4,3,,963,UKRAINE,7308,UKR,7:13.153,
3,1,1,,960,KOREA,7300,KOR,7:11.448,Q
3,2,2,,956,GREATBRITAIN,7320,GBR,7:21.704,Q
3,3,3,,951,BELGIUM,7897,BEL,7:22.787,
