race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.,Points
0,1,2,,6,EvgeniaRADANOVA,6775,BUL,1:33.448,Q,
0,2,4,,32,ErikaHUSZAR,6373,HUN,1:37.422,Q,
0,3,1,,44,CeciliaMAFFEI,6559,ITA,1:41.091,ADV,
0,DQ,3,,69,EkaterinaBELOVA,6190,RUS,DQ,,
1,1,2,,34,BernadettHEIDUM,6798,HUN,1:33.494,Q,
1,2,3,,15,StephanieBOUVIER,6709,FRA,1:33.588,Q,
1,3,1,,67,NinaEVTEEVA,6511,RUS,1:35.397,,
1,DQ,4,,20,ChristinPRIEBST,6078,GER,DQ,,
2,1,3,,13,KaterinaNOVOTNA,6647,CZE,1:34.931,Q,
2,2,2,,1,VeronikaWINDISCH,6427,AUT,1:35.391,Q,
2,3,5,,18,AikaKLEIN,6359,GER,1:35.395,,
2,4,4,,9,GerganaPATSOVA,6794,BUL,1:37.517,,
2,5,1,,52,AnnitavanDOORN,6440,NED,1:51.093,,
3,2,1,,7,MarinaGEORGIEVA-NIKOLOVA,7097,BUL,1:35.938,Q,
3,3,4,,26,SarahLINDSAY,6056,GBR,1:36.822,,
3,4,2,,79,RanyaEZZI,6840,SWE,1:38.184,,
