race,Place,Start Pos.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,320,NETHERLANDS,7321,NED,6:55.981,Q
0,2,1,,321,RUSSIA,7307,RUS,6:56.308,Q
0,3,3,,316,HUNGARY,7324,HUN,6:58.503,
0,4,4,,310,AUSTRALIA,7305,AUS,7:09.741,
1,1,4,,312,CHINA,7303,CHN,6:54.530,Q
1,2,1,,318,KAZAKHSTAN,7356,KAZ,7:05.104,Q
1,DNF,2,,324,Singapore,8452,SIN,DNF,
1,PEN,3,,323,UNITEDSTATES,7306,USA,PEN,
2,1,3,,313,FRANCE,7319,FRA,7:00.978,Q
2,2,1,,311,CANADA,7309,CAN,7:01.113,Q
2,3,2,,314,GREATBRITAIN,7320,GBR,7:02.200,
2,4,4,,322,UKRAINE,7308,UKR,7:13.895,
3,2,3,,317,JAPAN,7310,JPN,6:59.893,Q
3,3,1,,315,GERMANY,7302,GER,7:05.189,
