race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,52,deLAATItzhak,7746,NED,1:35.458,Q
0,2,4,,71,AZHGALIYEVAbzal,7685,KAZ,1:35.671,Q
0,3,1,,91,OLAHBence,7439,HUN,1:36.398,
0,4,3,,165,TomassBAKEVICS,8489,LAT,1:38.613,
1,1,1,,15,HirokiYOKOYAMA,7932,JPN,1:31.395,Q
1,2,2,,80,VincentJEANNE,7890,FRA,1:31.466,Q
1,3,5,,103,BillySIMMS,7926,GBR,1:31.621,
1,4,4,,170,EinarAGDESTEIN,8701,NOR,1:32.349,
1,PEN,3,,147,LachlanHAY,6845,AUS,PEN,
2,1,4,,141,AdwinSNELLINK,7935,NED,1:28.554,Q
2,2,2,,28,KeithCARROLL,8449,USA,1:29.014,Q
2,PEN,1,,31,TorstenKROEGER,7141,GER,PEN,
2,PEN,3,,154,TREACYFarrell,8392,GBR,PEN,
3,1,3,,62,NAVARROTristan,8559,FRA,1:29.544,Q
3,2,1,,69,SCHUBERTChristoph,7734,GER,1:29.738,Q
3,3,2,,96,JoshuaCHEETHAM,7925,GBR,1:29.953,
3,4,4,,26,DOTTITommaso,7604,ITA,1:29.969,
4,1,1,,54,ColeKRUEGER,7762,USA,1:30.240,Q
4,2,2,,79,NicolaRODIGARI,6332,ITA,1:30.307,Q
4,3,3,,76,ZHAXYBAYEVMersaid,8623,KAZ,1:30.446,
4,4,4,,146,AlexBRYANT,8577,AUS,1:33.374,
