race,Place,Start Pos.,Warn.,#,Name,ISU ID,ISU Member,Results,Qual.
0,1,2,,11,MarianneST-GELAIS,7216,CAN,44.027,Q
0,2,4,,19,VIVIANIElena,7583,ITA,45.192,Q
0,3,5,,106,YANGYang,9164,CHN,45.234,q
0,4,3,,100,DESMETHanne,8699,BEL,45.332,
0,5,1,,102,IZAFATAVAHanna,9068,BLR,46.974,
1,1,1,,2,AriannaFONTANA,6227,ITA,43.926,Q
1,2,3,,76,MALISZEWSKANatalia,8437,POL,44.265,Q
1,3,4,,21,YuiSAKAI,6229,JPN,44.535,q
1,4,2,,18,deVRIESRianne,8333,NED,44.991,
1,5,5,,60,AndreaKESZLER,7147,HUN,45.215,
2,1,3,,1,CHOIMinJeong,8625,KOR,44.599,Q
2,2,1,,14,KIKUCHIMoemi,7584,JPN,45.149,Q
2,3,2,,110,SelmaPOUTSMA,9004,FRA,45.214,q
2,4,5,,94,PetraVANKOVA,8705,CZE,46.814,
2,5,4,,87,OliwiaGAWLICA,8501,POL,notime,
3,1,1,,4,CHRISTIEElise,7135,GBR,43.672,Q
3,2,2,,58,LINYue,8548,CHN,43.862,Q
3,3,4,,104,JamieMACDONALD,8997,CAN,44.132,q
3,4,3,,101,VeraTRYBUL,9161,BLR,45.671,
3,5,5,,98,MichaelaKUNCIROVA,8552,CZE,45.999,
4,1,2,,30,vanKERKHOFYara,7422,NED,45.139,Q
4,2,3,,17,ZAKHAROVAEvgeniya,7715,RUS,45.318,Q
4,3,1,,130,SANTOSKristen,8527,USA,46.781,
4,4,4,,73,BACSKAISaraLuca,8609,HUN,59.448,
5,1,5,,13,KasandraBRADETTE,8058,CAN,45.082,Q
5,2,2,,26,CharlotteGILMARTIN,7136,GBR,45.103,Q
5,3,1,,62,HitomiSAITO,7576,JPN,45.574,
5,4,3,,79,KatherineRALSTON,7991,USA,46.235,
5,5,4,,97,AshleySookHuiCHIN,8631,MAS,50.340,
6,1,2,,82,MONVOISINAurelie,8556,FRA,45.712,Q
6,2,4,,69,VALCEPINAArianna,7705,ITA,45.819,Q
6,3,3,,52,MALAGICHEmina,7989,RUS,45.985,
6,4,1,,71,MagdalenaWARAKOMSKA,8502,POL,46.569,
7,1,4,,20,vanRUIJVENLara,7710,NED,44.419,Q
7,2,3,,53,LIHongshuang,8677,CHN,44.481,Q
7,3,5,,119,CHOIJiHyun,7711,KOR,45.840,
7,4,2,,114,SZILICZEI-NEMETRebeka,8737,HUN,48.136,
7,5,1,,120,CeciliaBACKSTROM,8630,LUX,51.884,
